elapsed_time,adjusted_acceleration,adjusted_spin,direction_change,direction_change_signal,ball_pos_x,ball_pos_y,ball_pos_z
2.519,0.0014438834231660005,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.549,-0.0002313834749328985,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.55,-0.0002313834749328985,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.594,-0.0003841314363563983,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.595,-0.0003841314363563983,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.639,-0.0008462394519467998,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.64,-0.0008462394519467998,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.684,0.0011454572134579014,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.685,0.0011454572134579014,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.729,0.00041172028013880015,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.73,0.00011671190873810064,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.774,0.00011671190873810064,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.775,-0.0006472498572626991,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.819,-0.0006472498572626991,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.82,0.0014589145040344014,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.864,0.0014589145040344014,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.865,-7.802265298679882e-05,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.909,-7.802265298679882e-05,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.91,0.0003826887848015995,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.954,0.0003826887848015995,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.955,-0.0007431814833314988,0.06103499999999995,0,0,3657.0,3541.0,1317.0
2.999,-0.0007431814833314988,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.0,0.00048811845186110155,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.044,0.00048811845186110155,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.045,-0.0012123887448358996,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.089,-0.0012123887448358996,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.09,0.0008280346001509013,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.134,0.0008280346001509013,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.135,7.356310526400109e-05,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.179,7.356310526400109e-05,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.18,-0.0002471663447185992,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.224,-0.0002471663447185992,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.225,0.0010886549084276002,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.269,0.0010886549084276002,0.06103499999999995,0,0,3657.0,3541.0,1317.0
3.27,0.00040631060947730023,0.06103499999999995,0,0,3657.0,3541.0,1317.0
